rank,algorithm,mu_final,sigma_final,conservative_skill,mu_max,mu_min,skill_volatility,sigma_reduction_pct,n_observations
1,LowVol_21d_tv10,4.149823522627565,0.4059076640248143,2.9321005305531216,4.364016916098329,2.2748395139486983,0.4684861825656878,-14.02196378739162,180
2,BuyAndHold,4.149744360726289,0.40590787284525753,2.9320207421905162,4.363964299107665,2.274981867900671,0.4684522566753559,-14.025877614508598,180
3,DonchianBreakout_20d,3.4507213927912224,0.4093396135997075,2.2227025519921,4.536785397343844,2.4536355359906437,0.44294429325060586,-10.032050087616987,180
4,RSI_14_30_70,0.7631010286424437,0.4246174760095782,-0.510751399386291,1.391729029475653,-0.12795598889959398,0.3869229374114325,-30.82802488488162,180
5,FadeExtremes_63d,-1.8604180269727555,0.3216726403861239,-2.825435948131127,-1.1242555055005268,-2.0346154412549295,0.2170165349164575,-7.185925247156417,180
6,VolBreakout_20d,-1.8604838864490179,0.3216725730501681,-2.825501605599522,-1.124154625337534,-2.0345463348916146,0.21702009567428465,-7.186108026326801,180
7,MomXover_20_50,-1.8605491422990499,0.3216726219855759,-2.825567008255778,-1.1240530950771441,-2.0344765270239407,0.21702373056522742,-7.186209138524284,180
8,MeanRevBB_20d_2.0std,-1.8605775740167692,0.32167289384935743,-2.8255962555648413,-1.1238939659248093,-2.0306869633582227,0.2109151108280993,-7.186623030034281,180
9,TrendFollow_EMA12_26,-1.860699514008553,0.3216732375837226,-2.8257192267597206,-1.1237904535064611,-2.034339328431099,0.21704178923833295,-7.18682382865621,180
