,hmm_garch,llm_sentiment,mamba_ssm,momentum_126d,neural_ff,olps_rmr,ppo_rl,stgnn_alpha,tft_trend,wavelet_lstm,xgboost_trend
2018-01-24,0.0,-0.0005599757022828333,0.0,-0.0005599757022828333,0.0005599757022828333,0.0,-0.0005599757022828333,0.0005599757022828333,0.0005599757022828333,0.0,0.0
2018-01-25,0.0,0.0006026209018938911,0.0,0.0006026209018938911,-0.0006026209018938911,0.0,0.0006026209018938911,-0.0006026209018938911,-0.0006026209018938911,0.0,0.0
2018-01-26,0.0,0.011841196508761032,0.0,0.011841196508761032,-0.011841196508761032,0.0,0.011841196508761032,-0.011841196508761032,-0.011841196508761032,0.0,0.0
2018-01-29,0.0,-0.006731974332887192,0.0,-0.006731974332887192,0.006731974332887192,0.0,-0.006731974332887192,0.006731974332887192,0.006731974332887192,0.0,0.0
2018-01-30,0.0,-0.010898815620283941,0.0,-0.010898815620283941,0.010898815620283941,0.0,-0.010898815620283941,0.010898815620283941,0.010898815620283941,0.0,0.0
2018-01-31,0.0,0.0004889853730833948,0.0,0.0004889853730833948,-0.0004889853730833948,0.0,0.0004889853730833948,-0.0004889853730833948,-0.0004889853730833948,0.0,0.0
2018-02-01,0.0,-0.0006480882520516484,0.0,-0.0006480882520516484,0.0006480882520516484,0.0,-0.0006480882520516484,0.0006480882520516484,0.0006480882520516484,0.0,0.0
2018-02-02,0.0,-0.02120854792396809,0.0,-0.02120854792396809,0.02120854792396809,0.0,-0.02120854792396809,0.02120854792396809,0.02120854792396809,0.0,0.0
2018-02-05,0.0,-0.04097922480422822,0.0,-0.04097922480422822,0.04097922480422822,0.0,-0.04097922480422822,0.04097922480422822,0.04097922480422822,0.0,0.0
2018-02-06,0.0,0.017440920592313836,0.0,0.017440920592313836,-0.017440920592313836,0.0,0.017440920592313836,-0.017440920592313836,-0.017440920592313836,0.0,0.0
2018-02-07,0.0,-0.005001588416939429,0.0,-0.005001588416939429,0.005001588416939429,0.0,-0.005001588416939429,0.005001588416939429,0.005001588416939429,0.0,0.0
2018-02-08,0.0,-0.03753641975808808,0.0,-0.03753641975808808,0.03753641975808808,0.0,-0.03753641975808808,0.03753641975808808,0.03753641975808808,0.0,0.0
2018-02-09,0.0,0.014936090208494734,0.0,0.014936090208494734,-0.014936090208494734,0.0,0.014936090208494734,-0.014936090208494734,-0.014936090208494734,0.0,0.0
2018-02-12,0.0,0.013914584754042503,0.0,0.013914584754042503,-0.013914584754042503,0.0,0.013914584754042503,-0.013914584754042503,-0.013914584754042503,0.0,0.0
2018-02-13,0.0,0.0026129297463290957,0.0,0.0026129297463290957,-0.0026129297463290957,0.0,0.0026129297463290957,-0.0026129297463290957,-0.0026129297463290957,0.0,0.0
2018-02-14,0.0,0.013402458257245842,0.0,0.013402458257245842,-0.013402458257245842,0.0,0.013402458257245842,-0.013402458257245842,-0.013402458257245842,0.0,0.0
2018-02-15,0.0,0.012069112762299383,0.0,0.012069112762299383,-0.012069112762299383,0.0,0.012069112762299383,-0.012069112762299383,-0.012069112762299383,0.0,0.0
2018-02-16,0.0,0.0003734693722488025,0.0,0.0003734693722488025,-0.0003734693722488025,0.0,0.0003734693722488025,-0.0003734693722488025,-0.0003734693722488025,0.0,0.0
2018-02-20,0.0,-0.005841389459353419,0.0,-0.005841389459353419,0.005841389459353419,0.0,-0.005841389459353419,0.005841389459353419,0.005841389459353419,0.0,0.0
2018-02-21,0.0,-0.0054965031281792864,0.0,-0.0054965031281792864,0.0054965031281792864,0.0,-0.0054965031281792864,0.0054965031281792864,0.0054965031281792864,0.0,0.0
2018-02-22,0.0,0.0009735510790762625,0.0,0.0009735510790762625,-0.0009735510790762625,0.0,0.0009735510790762625,-0.0009735510790762625,-0.0009735510790762625,0.0,0.0
2018-02-23,0.0,0.01602837635051313,0.0,0.01602837635051313,-0.01602837635051313,0.0,0.01602837635051313,-0.01602837635051313,-0.01602837635051313,0.0,0.0
2018-02-26,0.0,0.011757015343810906,0.0,0.011757015343810906,-0.011757015343810906,0.0,0.011757015343810906,-0.011757015343810906,-0.011757015343810906,0.0,0.0
2018-02-27,0.0,-0.012706888443829278,0.0,-0.012706888443829278,0.012706888443829278,0.0,-0.012706888443829278,0.012706888443829278,0.012706888443829278,0.0,0.0
2018-02-28,0.0,-0.011095788639207016,0.0,-0.011095788639207016,0.011095788639207016,0.0,-0.011095788639207016,0.011095788639207016,0.011095788639207016,0.0,0.0
2018-03-01,0.0,-0.013324399541987275,0.0,-0.013324399541987275,0.013324399541987275,0.0,-0.013324399541987275,0.013324399541987275,0.013324399541987275,0.0,0.0
2018-03-02,0.0,0.005071602744632031,0.0,0.005071602744632031,-0.005071602744632031,0.0,0.005071602744632031,-0.005071602744632031,-0.005071602744632031,0.0,0.0
2018-03-05,0.0,0.011032026532745043,0.0,0.011032026532745043,-0.011032026532745043,0.0,0.011032026532745043,-0.011032026532745043,-0.011032026532745043,0.0,0.0
2018-03-06,0.0,0.002638858606169414,0.0,0.002638858606169414,-0.002638858606169414,0.0,0.002638858606169414,-0.002638858606169414,-0.002638858606169414,0.0,0.0
2018-03-07,0.0,-0.00048387472056610203,0.0,-0.00048387472056610203,0.00048387472056610203,0.0,-0.00048387472056610203,0.00048387472056610203,0.00048387472056610203,0.0,0.0
2018-03-08,0.0,0.004463078207817217,0.0,0.004463078207817217,-0.004463078207817217,0.0,0.004463078207817217,-0.004463078207817217,-0.004463078207817217,0.0,0.0
2018-03-09,0.0,0.01737883151892694,0.0,0.01737883151892694,-0.01737883151892694,0.0,0.01737883151892694,-0.01737883151892694,-0.01737883151892694,0.0,0.0
2018-03-12,0.0,-0.001273985129042532,0.0,-0.001273985129042532,0.001273985129042532,0.0,-0.001273985129042532,0.001273985129042532,0.001273985129042532,0.0,0.0
2018-03-13,0.0,-0.006363576551088879,0.0,-0.006363576551088879,0.006363576551088879,0.0,-0.006363576551088879,0.006363576551088879,0.006363576551088879,0.0,0.0
2018-03-14,0.0,-0.005724521948562322,0.0,-0.005724521948562322,0.005724521948562322,0.0,-0.005724521948562322,0.005724521948562322,0.005724521948562322,0.0,0.0
2018-03-15,0.0,-0.000781930531963182,0.0,-0.000781930531963182,0.000781930531963182,0.0,-0.000781930531963182,0.000781930531963182,0.000781930531963182,0.0,0.0
2018-03-16,0.0,0.001703447167811456,0.0,0.001703447167811456,-0.001703447167811456,0.0,0.001703447167811456,-0.001703447167811456,-0.001703447167811456,0.0,0.0
2018-03-19,0.0,-0.014204195388793028,0.0,-0.014204195388793028,0.014204195388793028,0.0,-0.014204195388793028,0.014204195388793028,0.014204195388793028,0.0,0.0
2018-03-20,0.0,0.0014818054520648882,0.0,0.0014818054520648882,-0.0014818054520648882,0.0,0.0014818054520648882,-0.0014818054520648882,-0.0014818054520648882,0.0,0.0
2018-03-21,0.0,-0.0018439898833508828,0.0,-0.0018439898833508828,0.0018439898833508828,0.0,-0.0018439898833508828,0.0018439898833508828,0.0018439898833508828,0.0,0.0
2018-03-22,0.0,-0.025162888405856454,0.0,-0.025162888405856454,0.025162888405856454,0.0,-0.025162888405856454,0.025162888405856454,0.025162888405856454,0.0,0.0
2018-03-23,0.0,-0.02096688071186603,0.0,-0.02096688071186603,0.02096688071186603,0.0,-0.02096688071186603,0.02096688071186603,0.02096688071186603,0.0,0.0
2018-03-26,0.0,0.02715725576151251,0.0,0.02715725576151251,-0.02715725576151251,0.0,0.02715725576151251,-0.02715725576151251,-0.02715725576151251,0.0,0.0
2018-03-27,0.0,-0.017276308813847896,0.0,-0.017276308813847896,0.017276308813847896,0.0,-0.017276308813847896,0.017276308813847896,0.017276308813847896,0.0,0.0
2018-03-28,0.0,-0.00291665716625622,0.0,-0.00291665716625622,0.00291665716625622,0.0,-0.00291665716625622,0.00291665716625622,0.00291665716625622,0.0,0.0
2018-03-29,0.0,0.013769718690019195,0.0,0.013769718690019195,-0.013769718690019195,0.0,0.013769718690019195,-0.013769718690019195,-0.013769718690019195,0.0,0.0
2018-04-02,0.0,-0.022337423560165104,0.0,-0.022337423560165104,0.022337423560165104,0.0,-0.022337423560165104,0.022337423560165104,0.022337423560165104,0.0,0.0
2018-04-03,0.0,0.012614865848792123,0.0,0.012614865848792123,-0.012614865848792123,0.0,0.012614865848792123,-0.012614865848792123,-0.012614865848792123,0.0,0.0
2018-04-04,0.0,0.01156648273982852,0.0,0.01156648273982852,-0.01156648273982852,0.0,0.01156648273982852,-0.01156648273982852,-0.01156648273982852,0.0,0.0
2018-04-05,0.0,-0.0068628636575538415,-0.0068628636575538415,0.0068628636575538415,0.0,0.0068628636575538415,0.0068628636575538415,0.0,0.0,0.0,0.0
2018-04-06,0.0,0.021920248779842444,0.021920248779842444,-0.021920248779842444,0.0,-0.021920248779842444,-0.021920248779842444,0.0,0.0,0.0,0.0
2018-04-09,0.0,-0.0033365488963206236,-0.0033365488963206236,0.0033365488963206236,0.0,0.0033365488963206236,0.0033365488963206236,0.0,0.0,0.0,0.0
2018-04-10,0.0,-0.0167269537832615,-0.0167269537832615,0.0167269537832615,0.0,0.0167269537832615,0.0167269537832615,0.0,0.0,0.0,0.0
2018-04-11,0.0,0.005525364482924067,0.005525364482924067,-0.005525364482924067,0.0,-0.005525364482924067,-0.005525364482924067,0.0,0.0,0.0,0.0
2018-04-12,0.0,-0.008250750063987677,-0.008250750063987677,0.008250750063987677,0.0,0.008250750063987677,0.008250750063987677,0.0,0.0,0.0,0.0
2018-04-13,0.0,0.0028866254882486952,0.0028866254882486952,-0.0028866254882486952,0.0,-0.0028866254882486952,-0.0028866254882486952,0.0,0.0,0.0,0.0
2018-04-16,0.0,-0.008109038386684864,-0.008109038386684864,0.008109038386684864,0.0,0.008109038386684864,0.008109038386684864,0.0,0.0,0.0,0.0
2018-04-17,0.0,-0.010661504701720004,-0.010661504701720004,0.010661504701720004,0.0,0.010661504701720004,0.010661504701720004,0.0,0.0,0.0,0.0
2018-04-18,0.0,-0.0008313658006817715,-0.0008313658006817715,0.0008313658006817715,0.0,0.0008313658006817715,0.0008313658006817715,0.0,0.0,0.0,0.0
2018-04-19,0.0,0.005726124690152989,0.005726124690152989,-0.005726124690152989,0.0,-0.005726124690152989,-0.005726124690152989,0.0,0.0,0.0,0.0
2018-04-20,0.0,0.00853653230061302,0.00853653230061302,-0.00853653230061302,0.0,-0.00853653230061302,-0.00853653230061302,0.0,0.0,0.0,0.0
2018-04-23,0.0,-5.623169212687351e-05,-5.623169212687351e-05,5.623169212687351e-05,0.0,5.623169212687351e-05,5.623169212687351e-05,0.0,0.0,0.0,0.0
2018-04-24,0.0,0.01338056164164636,0.01338056164164636,-0.01338056164164636,0.0,-0.01338056164164636,-0.01338056164164636,0.0,0.0,0.0,0.0
2018-04-25,0.0,-0.001837059563023713,-0.001837059563023713,0.001837059563023713,0.0,0.001837059563023713,0.001837059563023713,0.0,0.0,0.0,0.0
2018-04-26,0.0,-0.010434204774367295,-0.010434204774367295,0.010434204774367295,0.0,0.010434204774367295,0.010434204774367295,0.0,0.0,0.0,0.0
2018-04-27,0.0,-0.0011136248915897262,-0.0011136248915897262,0.0011136248915897262,0.0,0.0011136248915897262,0.0011136248915897262,0.0,0.0,0.0,0.0
2018-04-30,0.0,0.008187490964434607,0.008187490964434607,-0.008187490964434607,0.0,-0.008187490964434607,-0.008187490964434607,0.0,0.0,0.0,0.0
2018-05-01,0.0,-0.0025490454770622506,-0.0025490454770622506,0.0025490454770622506,0.0,0.0025490454770622506,0.0025490454770622506,0.0,0.0,0.0,0.0
2018-05-02,0.0,0.007205863568357729,0.007205863568357729,-0.007205863568357729,0.0,-0.007205863568357729,-0.007205863568357729,0.0,0.0,0.0,0.0
2018-05-03,0.0,0.0022536742393085563,0.0022536742393085563,-0.0022536742393085563,0.0,-0.0022536742393085563,-0.0022536742393085563,0.0,0.0,0.0,0.0
2018-05-04,0.0,-0.012811178963797909,-0.012811178963797909,0.012811178963797909,0.0,0.012811178963797909,0.012811178963797909,0.0,0.0,0.0,0.0
2018-05-07,0.0,-0.0034579455015175675,-0.0034579455015175675,0.0034579455015175675,0.0,0.0034579455015175675,0.0034579455015175675,0.0,0.0,0.0,0.0
2018-05-08,0.0,0.0002656413228280252,0.0002656413228280252,-0.0002656413228280252,0.0,-0.0002656413228280252,-0.0002656413228280252,0.0,0.0,0.0,0.0
2018-05-09,0.0,-0.009682220255068819,-0.009682220255068819,0.009682220255068819,0.0,0.009682220255068819,0.009682220255068819,0.0,0.0,0.0,0.0
2018-05-10,0.0,-0.009370643723504823,-0.009370643723504823,0.009370643723504823,0.0,0.009370643723504823,0.009370643723504823,0.0,0.0,0.0,0.0
2018-05-11,0.0,-0.0017075955546570487,-0.0017075955546570487,0.0017075955546570487,0.0,0.0017075955546570487,0.0017075955546570487,0.0,0.0,0.0,0.0
2018-05-14,0.0,-0.0008834895573073265,-0.0008834895573073265,0.0008834895573073265,0.0,0.0008834895573073265,0.0008834895573073265,0.0,0.0,0.0,0.0
2018-05-15,0.0,0.006842140279927467,0.006842140279927467,-0.006842140279927467,0.0,-0.006842140279927467,-0.006842140279927467,0.0,0.0,0.0,0.0
2018-05-16,0.0,-0.004060561678767671,-0.004060561678767671,0.004060561678767671,0.0,0.004060561678767671,0.004060561678767671,0.0,0.0,0.0,0.0
2018-05-17,0.0,0.0008558723207806596,0.0008558723207806596,-0.0008558723207806596,0.0,-0.0008558723207806596,-0.0008558723207806596,0.0,0.0,0.0,0.0
2018-05-18,0.0,0.00263219493841671,0.00263219493841671,-0.00263219493841671,0.0,-0.00263219493841671,-0.00263219493841671,0.0,0.0,0.0,0.0
2018-05-21,0.0,-0.007386752997235124,-0.007386752997235124,0.007386752997235124,0.0,0.007386752997235124,0.007386752997235124,0.0,0.0,0.0,0.0
2018-05-22,0.0,0.0031357617896576873,0.0031357617896576873,-0.0031357617896576873,0.0,-0.0031357617896576873,-0.0031357617896576873,0.0,0.0,0.0,0.0
2018-05-23,0.0,-0.0032484098921563564,-0.0032484098921563564,0.0032484098921563564,0.0,0.0032484098921563564,0.0032484098921563564,0.0,0.0,0.0,0.0
2018-05-24,0.0,0.002023213496498033,0.002023213496498033,-0.002023213496498033,0.0,-0.002023213496498033,-0.002023213496498033,0.0,0.0,0.0,0.0
2018-05-25,0.0,0.0023572204364039617,0.0023572204364039617,-0.0023572204364039617,0.0,-0.0023572204364039617,-0.0023572204364039617,0.0,0.0,0.0,0.0
2018-05-29,0.0,0.011564187290653005,0.011564187290653005,-0.011564187290653005,0.0,-0.011564187290653005,-0.011564187290653005,0.0,0.0,0.0,0.0
2018-05-30,0.0,-0.012695791223314323,-0.012695791223314323,0.012695791223314323,0.0,0.012695791223314323,0.012695791223314323,0.0,0.0,0.0,0.0
2018-05-31,0.0,0.006879559974886984,0.006879559974886984,-0.006879559974886984,0.0,-0.006879559974886984,-0.006879559974886984,0.0,0.0,0.0,0.0
2018-06-01,0.0,-0.010849230370481022,-0.010849230370481022,0.010849230370481022,0.0,0.010849230370481022,0.010849230370481022,0.0,0.0,0.0,0.0
2018-06-04,0.0,-0.004479598435997323,-0.004479598435997323,0.004479598435997323,0.0,0.004479598435997323,0.004479598435997323,0.0,0.0,0.0,0.0
2018-06-05,0.0,-0.0007025929724704394,-0.0007025929724704394,0.0007025929724704394,0.0,0.0007025929724704394,0.0007025929724704394,0.0,0.0,0.0,0.0
2018-06-06,0.0,-0.008567392465728796,-0.008567392465728796,0.008567392465728796,0.0,0.008567392465728796,0.008567392465728796,0.0,0.0,0.0,0.0
2018-06-07,0.0,0.0007141884679080501,0.0007141884679080501,-0.0007141884679080501,0.0,-0.0007141884679080501,-0.0007141884679080501,0.0,0.0,0.0,0.0
2018-06-08,0.0,-0.0031259043893263616,-0.0031259043893263616,0.0031259043893263616,0.0,0.0031259043893263616,0.0031259043893263616,0.0,0.0,0.0,0.0
2018-06-11,0.0,-0.001068707668436586,-0.001068707668436586,0.001068707668436586,0.0,0.001068707668436586,0.001068707668436586,0.0,0.0,0.0,0.0
2018-06-12,0.0,-0.0017433852107295866,-0.0017433852107295866,0.0017433852107295866,0.0,0.0017433852107295866,0.0017433852107295866,0.0,0.0,0.0,0.0
2018-06-13,0.0,0.004026127868587581,0.004026127868587581,-0.004026127868587581,0.0,-0.004026127868587581,-0.004026127868587581,0.0,0.0,0.0,0.0
2018-06-14,0.0,-0.002471549778432225,-0.002471549778432225,0.002471549778432225,0.0,0.002471549778432225,0.002471549778432225,0.0,0.0,0.0,0.0
2018-06-15,0.0,0.001017102715529128,0.001017102715529128,-0.001017102715529128,0.0,-0.001017102715529128,-0.001017102715529128,0.0,0.0,0.0,0.0
2018-06-18,0.0,0.0021261277624751163,0.0021261277624751163,-0.0021261277624751163,0.0,-0.0021261277624751163,-0.0021261277624751163,0.0,0.0,0.0,0.0
2018-06-19,0.0,0.004023402292699374,0.004023402292699374,-0.004023402292699374,0.0,-0.004023402292699374,-0.004023402292699374,0.0,0.0,0.0,0.0
2018-06-20,0.0,-0.0017121542893689945,-0.0017121542893689945,0.0017121542893689945,0.0,0.0017121542893689945,0.0017121542893689945,0.0,0.0,0.0,0.0
2018-06-21,0.0,0.006345510515579966,0.006345510515579966,-0.006345510515579966,0.0,-0.006345510515579966,-0.006345510515579966,0.0,0.0,0.0,0.0
2018-06-22,0.0,-0.0018619345065358228,-0.0018619345065358228,0.0018619345065358228,0.0,0.0018619345065358228,0.0018619345065358228,0.0,0.0,0.0,0.0
2018-06-25,0.0,0.013724668973416176,0.013724668973416176,-0.013724668973416176,0.0,-0.013724668973416176,-0.013724668973416176,0.0,0.0,0.0,0.0
2018-06-26,0.0,-0.0022045770199778936,-0.0022045770199778936,0.0022045770199778936,0.0,0.0022045770199778936,0.0022045770199778936,0.0,0.0,0.0,0.0
2018-06-27,0.0,0.008604355128821406,0.008604355128821406,-0.008604355128821406,0.0,-0.008604355128821406,-0.008604355128821406,0.0,0.0,0.0,0.0
2018-06-28,0.0,-0.00617868985946779,-0.00617868985946779,0.00617868985946779,0.0,0.00617868985946779,0.00617868985946779,0.0,0.0,0.0,0.0
2018-06-29,0.0,-0.0007584033300001014,-0.0007584033300001014,0.0007584033300001014,0.0,0.0007584033300001014,0.0007584033300001014,0.0,0.0,0.0,0.0
2018-07-02,0.0,-0.003067957412152822,-0.003067957412152822,0.003067957412152822,0.0,0.003067957412152822,0.003067957412152822,0.0,0.0,0.0,0.0
2018-07-03,0.0,0.00494735062681062,0.00494735062681062,-0.00494735062681062,0.0,-0.00494735062681062,-0.00494735062681062,0.0,0.0,0.0,0.0
2018-07-05,0.0,0.0,0.008620803683929923,0.008620803683929923,0.008620803683929923,0.008620803683929923,0.008620803683929923,0.0,0.0,0.0,0.0
2018-07-06,0.0,0.0,0.008481281595267509,0.008481281595267509,0.008481281595267509,0.008481281595267509,0.008481281595267509,0.0,0.0,0.0,0.0
2018-07-09,0.0,0.0,0.008822985887663393,0.008822985887663393,0.008822985887663393,0.008822985887663393,0.008822985887663393,0.0,0.0,0.0,0.0
2018-07-10,0.0,0.0,0.003473267180873929,0.003473267180873929,0.003473267180873929,0.003473267180873929,0.003473267180873929,0.0,0.0,0.0,0.0
2018-07-11,0.0,0.0,-0.007094202866256172,-0.007094202866256172,-0.007094202866256172,-0.007094202866256172,-0.007094202866256172,0.0,0.0,0.0,0.0
2018-07-12,0.0,0.0,0.008749042674663476,0.008749042674663476,0.008749042674663476,0.008749042674663476,0.008749042674663476,0.0,0.0,0.0,0.0
2018-07-13,0.0,0.0,0.0010792374947172778,0.0010792374947172778,0.0010792374947172778,0.0010792374947172778,0.0010792374947172778,0.0,0.0,0.0,0.0
2018-07-16,0.0,0.0,-0.001028135726814483,-0.001028135726814483,-0.001028135726814483,-0.001028135726814483,-0.001028135726814483,0.0,0.0,0.0,0.0
2018-07-17,0.0,0.0,0.00397369863071062,0.00397369863071062,0.00397369863071062,0.00397369863071062,0.00397369863071062,0.0,0.0,0.0,0.0
2018-07-18,0.0,0.0,0.0021605126279586884,0.0021605126279586884,0.0021605126279586884,0.0021605126279586884,0.0021605126279586884,0.0,0.0,0.0,0.0
2018-07-19,0.0,0.0,-0.003952993120479142,-0.003952993120479142,-0.003952993120479142,-0.003952993120479142,-0.003952993120479142,0.0,0.0,0.0,0.0
2018-07-20,0.0,0.0,-0.0009484477101494582,-0.0009484477101494582,-0.0009484477101494582,-0.0009484477101494582,-0.0009484477101494582,0.0,0.0,0.0,0.0
2018-07-23,0.0,0.0,0.0018380494891383492,0.0018380494891383492,0.0018380494891383492,0.0018380494891383492,0.0018380494891383492,0.0,0.0,0.0,0.0
2018-07-24,0.0,0.0,0.004780911145920941,0.004780911145920941,0.004780911145920941,0.004780911145920941,0.004780911145920941,0.0,0.0,0.0,0.0
2018-07-25,0.0,0.0,0.009101605057599604,0.009101605057599604,0.009101605057599604,0.009101605057599604,0.009101605057599604,0.0,0.0,0.0,0.0
2018-07-26,0.0,0.0,-0.0030322960242857855,-0.0030322960242857855,-0.0030322960242857855,-0.0030322960242857855,-0.0030322960242857855,0.0,0.0,0.0,0.0
2018-07-27,0.0,0.0,-0.00656220869212365,-0.00656220869212365,-0.00656220869212365,-0.00656220869212365,-0.00656220869212365,0.0,0.0,0.0,0.0
2018-07-30,0.0,0.0,-0.005754170294581917,-0.005754170294581917,-0.005754170294581917,-0.005754170294581917,-0.005754170294581917,0.0,0.0,0.0,0.0
2018-07-31,0.0,0.0,0.004884728797982518,0.004884728797982518,0.004884728797982518,0.004884728797982518,0.004884728797982518,0.0,0.0,0.0,0.0
2018-08-01,0.0,0.0,-0.0010403515262938923,-0.0010403515262938923,-0.0010403515262938923,-0.0010403515262938923,-0.0010403515262938923,0.0,0.0,0.0,0.0
2018-08-02,0.0,0.0,0.004926444803381669,0.004926444803381669,0.004926444803381669,0.004926444803381669,0.004926444803381669,0.0,0.0,0.0,0.0
2018-08-03,0.0,0.0,0.004644183009877123,0.004644183009877123,0.004644183009877123,0.004644183009877123,0.004644183009877123,0.0,0.0,0.0,0.0
2018-08-06,0.0,0.0,0.003538227451535869,0.003538227451535869,0.003538227451535869,0.003538227451535869,0.003538227451535869,0.0,0.0,0.0,0.0
2018-08-07,0.0,0.0,0.0028241822564987196,0.0028241822564987196,0.0028241822564987196,0.0028241822564987196,0.0028241822564987196,0.0,0.0,0.0,0.0
2018-08-08,0.0,0.0,-0.0002623799656497061,-0.0002623799656497061,-0.0002623799656497061,-0.0002623799656497061,-0.0002623799656497061,0.0,0.0,0.0,0.0
2018-08-09,0.0,0.0,-0.0014416744645237012,-0.0014416744645237012,-0.0014416744645237012,-0.0014416744645237012,-0.0014416744645237012,0.0,0.0,0.0,0.0
2018-08-10,0.0,0.0,-0.007113887913551609,-0.007113887913551609,-0.007113887913551609,-0.007113887913551609,-0.007113887913551609,0.0,0.0,0.0,0.0
2018-08-13,0.0,0.0,-0.004005992185342366,-0.004005992185342366,-0.004005992185342366,-0.004005992185342366,-0.004005992185342366,0.0,0.0,0.0,0.0
2018-08-14,0.0,0.0,0.006389254777276809,0.006389254777276809,0.006389254777276809,0.006389254777276809,0.006389254777276809,0.0,0.0,0.0,0.0
2018-08-15,0.0,0.0,-0.007602164835758152,-0.007602164835758152,-0.007602164835758152,-0.007602164835758152,-0.007602164835758152,0.0,0.0,0.0,0.0
2018-08-16,0.0,0.0,0.007919408484583057,0.007919408484583057,0.007919408484583057,0.007919408484583057,0.007919408484583057,0.0,0.0,0.0,0.0
2018-08-17,0.0,0.0,0.0033231157222237684,0.0033231157222237684,0.0033231157222237684,0.0033231157222237684,0.0033231157222237684,0.0,0.0,0.0,0.0
2018-08-20,0.0,0.0,0.0024280177746833775,0.0024280177746833775,0.0024280177746833775,0.0024280177746833775,0.0024280177746833775,0.0,0.0,0.0,0.0
2018-08-21,0.0,0.0,0.0020685364303643095,0.0020685364303643095,0.0020685364303643095,0.0020685364303643095,0.0020685364303643095,0.0,0.0,0.0,0.0
2018-08-22,0.0,0.0,-0.0003981517707819515,-0.0003981517707819515,-0.0003981517707819515,-0.0003981517707819515,-0.0003981517707819515,0.0,0.0,0.0,0.0
2018-08-23,0.0,0.0,-0.0016912621251551352,-0.0016912621251551352,-0.0016912621251551352,-0.0016912621251551352,-0.0016912621251551352,0.0,0.0,0.0,0.0
2018-08-24,0.0,0.0,0.006198839704363079,0.006198839704363079,0.006198839704363079,0.006198839704363079,0.006198839704363079,0.0,0.0,0.0,0.0
2018-08-27,0.0,0.0,0.007670409427647185,0.007670409427647185,0.007670409427647185,0.007670409427647185,0.007670409427647185,0.0,0.0,0.0,0.0
2018-08-28,0.0,0.0,0.00026927832649970007,0.00026927832649970007,0.00026927832649970007,0.00026927832649970007,0.00026927832649970007,0.0,0.0,0.0,0.0
2018-08-29,0.0,0.0,0.005701434129840033,0.005701434129840033,0.005701434129840033,0.005701434129840033,0.005701434129840033,0.0,0.0,0.0,0.0
