fecha_rebalanceo,hmm_garch,llm_sentiment,mamba_ssm,momentum_126d,neural_ff,olps_rmr,ppo_rl,stgnn_alpha,tft_trend,wavelet_lstm,xgboost_trend
2018-07-03,-9.222210037223474e+16,-1.1389106146007675,-1.1389106146007675,0.7847579368562005,-9.222210037223474e+16,0.7847579368562005,0.7847579368562005,-9.222210037223474e+16,-9.222210037223474e+16,-9.222210037223474e+16,-9.222210037223474e+16
2018-10-02,-9.222210037223474e+16,-9.222210037223474e+16,3.951775321747484,3.951775321747484,3.951775321747484,3.951775321747484,3.951775321747484,-9.222210037223474e+16,-9.222210037223474e+16,-9.222210037223474e+16,-9.222210037223474e+16
2019-01-03,-9.222210037223474e+16,-2.9003114583993206,-9.222210037223474e+16,-2.9003114583993206,2.7346838314054343,-9.222210037223474e+16,-9.222210037223474e+16,-9.222210037223474e+16,2.7346838314054343,-9.222210037223474e+16,-9.222210037223474e+16
2019-04-04,-9.222210037223474e+16,-5.489302656927278,-9.222210037223474e+16,5.165307154160506,5.165307154160506,5.165307154160506,-9.222210037223474e+16,-9.222210037223474e+16,-9.222210037223474e+16,-9.222210037223474e+16,-9.222210037223474e+16
2019-07-05,-9.222210037223474e+16,-9.222210037223474e+16,-9.222210037223474e+16,1.2025778509995233,-9.222210037223474e+16,-1.55152282656393,-1.55152282656393,-9.222210037223474e+16,-9.222210037223474e+16,-9.222210037223474e+16,-9.222210037223474e+16
2019-10-03,-9.222210037223474e+16,-9.222210037223474e+16,-9.222210037223474e+16,-0.749290128959343,-9.222210037223474e+16,0.49142041861965274,0.49142041861965274,-9.222210037223474e+16,-9.222210037223474e+16,-9.222210037223474e+16,-9.222210037223474e+16
2020-01-03,-9.222210037223474e+16,-9.222210037223474e+16,-9.222210037223474e+16,4.852462418388009,4.852462418388009,4.852462418388009,4.852462418388009,-9.222210037223474e+16,-9.222210037223474e+16,-9.222210037223474e+16,-9.222210037223474e+16
2020-04-03,-9.222210037223474e+16,-1.5759017758637597,-9.222210037223474e+16,-1.5759017758637597,-9.222210037223474e+16,1.5061257392608085,-1.5759017758637597,-9.222210037223474e+16,-9.222210037223474e+16,-9.222210037223474e+16,-9.222210037223474e+16
2020-07-06,-9.222210037223474e+16,-3.4878312797998574,-9.222210037223474e+16,3.3544911719673873,-3.4878312797998574,-3.4878312797998574,3.3544911719673873,-9.222210037223474e+16,-9.222210037223474e+16,-9.222210037223474e+16,-3.4878312797998574
2020-10-02,-9.222210037223474e+16,-1.4256326317305064,-1.4256326317305064,1.189031744825011,-1.4256326317305064,-1.4256326317305064,1.189031744825011,-9.222210037223474e+16,-9.222210037223474e+16,-9.222210037223474e+16,-9.222210037223474e+16
