,momentum_126d,olps_rmr,xgboost_trend,hmm_garch
2010-03-31,-0.00327287474868454,0.00327287474868454,0.0,0.0
2010-04-01,0.0074138011482498545,-0.0074138011482498545,0.0,0.0
2010-04-05,0.00792799084446738,-0.00792799084446738,0.0,0.0
2010-04-06,0.0016842957106795176,-0.0016842957106795176,0.0,0.0
2010-04-07,-0.005876707172041695,0.005876707172041695,0.0,0.0
2010-04-08,0.003374341747336196,-0.003374341747336196,0.0,0.0
2010-04-09,0.00668390656297202,-0.00668390656297202,0.0,0.0
2010-04-12,0.0017666094762833762,-0.0017666094762833762,0.0,0.0
2010-04-13,0.0006854008197059169,-0.0006854008197059169,0.0,0.0
2010-04-14,0.011150066851666862,-0.011150066851666862,0.0,0.0
2010-04-15,0.0008425387276917995,-0.0008425387276917995,0.0,0.0
2010-04-16,-0.016126534744455467,0.016126534744455467,0.0,0.0
2010-04-19,0.004521331252766547,-0.004521331252766547,0.0,0.0
2010-04-20,0.008058340784849571,-0.008058340784849571,0.0,0.0
2010-04-21,-0.0010189969053922,0.0010189969053922,0.0,0.0
2010-04-22,0.002263879356942944,-0.002263879356942944,0.0,0.0
2010-04-23,0.0071235200993795544,-0.0071235200993795544,0.0,0.0
2010-04-26,-0.004296448099761374,0.004296448099761374,0.0,0.0
2010-04-27,-0.023381945257149872,0.023381945257149872,0.0,0.0
2010-04-28,0.006462752419523099,-0.006462752419523099,0.0,0.0
2010-04-29,0.012943228020842135,-0.012943228020842135,0.0,0.0
2010-04-30,-0.016647680109796337,0.016647680109796337,0.0,0.0
2010-05-03,0.013120586781854904,-0.013120586781854904,0.0,0.0
2010-05-04,-0.02383846584506677,0.02383846584506677,0.0,0.0
2010-05-05,-0.006586554728659322,0.006586554728659322,0.0,0.0
2010-05-06,-0.032353496411350324,0.032353496411350324,0.0,0.0
2010-05-07,-0.015308264998017185,-0.015308264998017185,-0.015308264998017185,0.0
2010-05-10,0.04397412445198401,0.04397412445198401,0.04397412445198401,0.0
2010-05-11,-0.003397292018489928,-0.003397292018489928,-0.003397292018489928,0.0
2010-05-12,0.013739523915341278,0.013739523915341278,0.013739523915341278,0.0
2010-05-13,-0.012145144968583543,-0.012145144968583543,-0.012145144968583543,0.0
2010-05-14,-0.018800014512092122,-0.018800014512092122,-0.018800014512092122,0.0
2010-05-17,0.0011093685155389998,0.0011093685155389998,0.0011093685155389998,0.0
2010-05-18,-0.014195906037184347,-0.014195906037184347,-0.014195906037184347,0.0
2010-05-19,-0.005130263873571406,-0.005130263873571406,-0.005130263873571406,0.0
2010-05-20,-0.03897590341661106,-0.03897590341661106,-0.03897590341661106,0.0
2010-05-21,0.015024380686144978,0.015024380686144978,0.015024380686144978,0.0
2010-05-24,-0.012908014000787449,-0.012908014000787449,-0.012908014000787449,0.0
2010-05-25,0.00035393738571354305,0.00035393738571354305,0.00035393738571354305,0.0
2010-05-26,-0.0056609945338124135,-0.0056609945338124135,-0.0056609945338124135,0.0
2010-05-27,0.032876173067238,0.032876173067238,0.032876173067238,0.0
2010-05-28,-0.01237468831159061,-0.01237468831159061,-0.01237468831159061,0.0
2010-06-01,-0.01716532127985071,-0.01716532127985071,-0.01716532127985071,0.0
2010-06-02,0.025842707133391096,0.025842707133391096,0.025842707133391096,0.0
2010-06-03,0.004051376711240895,0.004051376711240895,0.004051376711240895,0.0
2010-06-04,-0.034411425771964765,-0.034411425771964765,-0.034411425771964765,0.0
